"Site ID","Site Name","Project","Collected Date/Time","Collected Date","Collected Time","Analyte","Total/Dissolved","Recorded Value","Units","Comments","Qualifier","Method","Prepared Date/Time","Analyzed Date/Time","Start Depth","Start Depth Units","Sample ID","Agency","Permit No PS","DID No PS",""
"20404","Pithlachascotee Pasco 8","P529","8/15/2017 12:00:00 PM","08/15/2017","12:00","Chlorophyll a (Total)","Total","1","ug/L"," N1","QU","SM 10200 H","10/19/2017 9:33:00 AM","10/19/2017 9:33:00 AM","0.50","m","200970063","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","11/2/2017 1:15:00 PM","11/02/2017","13:15","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","11/18/2017 11:44:00 AM","11/18/2017 11:44:00 AM","0.50","m","200982245","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","1/9/2018 12:05:00 PM","01/09/2018","12:05","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","1/29/2018 3:15:00 PM","1/29/2018 3:15:00 PM","0.50","m","200991205","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","4/24/2018 11:30:00 AM","04/24/2018","11:30","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","5/22/2018 7:58:00 AM","5/22/2018 7:58:00 AM","0.50","m","201000195","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","7/16/2018 12:15:00 PM","07/16/2018","12:15","Chlorophyll a (Total)","Total","1.12","ug/L"," N1","I","SM 10200 H","8/7/2018 7:12:00 AM","8/7/2018 7:12:00 AM","0.50","m","201010002","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","10/31/2018 12:05:00 PM","10/31/2018","12:05","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","11/27/2018 2:03:00 PM","11/27/2018 2:03:00 PM","0.50","m","201023642","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","1/8/2019 11:45:00 AM","01/08/2019","11:45","Chlorophyll a (Total)","Total","1.36","ug/L"," N1","I","SM 10200 H","1/31/2019 7:33:00 AM","1/31/2019 7:33:00 AM","0.50","m","201033498","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","4/10/2019 11:55:00 AM","04/10/2019","11:55","Chlorophyll a (Total)","Total","1","ug/L"," N1","QU","SM 10200 H","5/13/2019 12:05:00 PM","5/13/2019 12:05:00 PM","0.50","m","201042640","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","7/23/2019 10:40:00 AM","07/23/2019","10:40","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","8/13/2019 12:28:00 PM","8/13/2019 12:28:00 PM","0.50","m","201053392","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20404","Pithlachascotee Pasco 8","P529","10/22/2019 10:45:00 AM","10/22/2019","10:45","Chlorophyll a (Total)","Total","1.61","ug/L"," N1","I","SM 10200 H","11/13/2019 2:49:00 PM","11/13/2019 2:49:00 PM","0.50","m","201063309","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
