"Site ID","Site Name","Project","Collected Date/Time","Collected Date","Collected Time","Analyte","Total/Dissolved","Recorded Value","Units","Comments","Qualifier","Method","Prepared Date/Time","Analyzed Date/Time","Start Depth","Start Depth Units","Sample ID","Agency","Permit No PS","DID No PS",""
"20499","Hudson Pasco 7","B679","8/26/2008 12:06:00 PM","08/26/2008","12:06","Chlorophyll a (Total)","","2","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","9/9/2008 11:32:00 AM","09/09/2008","11:32","Chlorophyll a (Total)","","2","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","10/21/2008 12:15:00 PM","10/21/2008","12:15","Chlorophyll a (Total)","","2","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","11/6/2008 11:17:00 AM","11/06/2008","11:17","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","12/5/2008 3:43:00 PM","12/05/2008","15:43","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","1/28/2009 12:21:00 PM","01/28/2009","12:21","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","2/25/2009 1:23:00 PM","02/25/2009","13:23","Chlorophyll a (Total)","","0","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","3/18/2009 1:27:00 PM","03/18/2009","13:27","Chlorophyll a (Total)","","0","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","4/16/2009 11:44:00 AM","04/16/2009","11:44","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","5/6/2009 3:13:00 PM","05/06/2009","15:13","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","6/17/2009 12:32:00 PM","06/17/2009","12:32","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","7/7/2009 12:07:00 PM","07/07/2009","12:07","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","8/7/2009 4:40:00 PM","08/07/2009","16:40","Chlorophyll a (Total)","","2","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","9/7/2009 11:59:00 AM","09/07/2009","11:59","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","10/13/2009 11:55:00 AM","10/13/2009","11:55","Chlorophyll a (Total)","","2","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","11/24/2009 12:50:00 PM","11/24/2009","12:50","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","B679","12/8/2009 4:43:00 PM","12/08/2009","16:43","Chlorophyll a (Total)","","1","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","8/8/2017 12:45:00 PM","08/08/2017","12:45","Chlorophyll a (Total)","Total","1","ug/L"," N1","QU","SM 10200 H","9/27/2017 11:04:00 AM","9/27/2017 11:04:00 AM","0.50","m","200968814","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","10/24/2017 1:30:00 PM","10/24/2017","13:30","Chlorophyll a (Total)","Total","1.91","ug/L"," N1","I","SM 10200 H","11/8/2017 9:53:00 AM","11/8/2017 9:53:00 AM","0.50","m","200982308","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","1/9/2018 1:30:00 PM","01/09/2018","13:30","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","1/29/2018 3:15:00 PM","1/29/2018 3:15:00 PM","0.48","m","200991160","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","5/1/2018 1:15:00 PM","05/01/2018","13:15","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","5/24/2018 2:52:00 PM","5/24/2018 2:52:00 PM","0.50","m","201000155","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","7/19/2018 12:50:00 PM","07/19/2018","12:50","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","8/9/2018 2:34:00 PM","8/9/2018 2:34:00 PM","0.50","m","201009962","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","11/1/2018 1:00:00 PM","11/01/2018","13:00","Chlorophyll a (Total)","Total","1.39","ug/L"," N1","I","SM 10200 H","11/27/2018 2:58:00 PM","11/27/2018 2:58:00 PM","0.42","m","201023602","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","1/7/2019 12:50:00 PM","01/07/2019","12:50","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","1/23/2019 11:21:00 AM","1/23/2019 11:21:00 AM","0.50","m","201033458","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","4/16/2019 1:40:00 PM","04/16/2019","13:40","Chlorophyll a (Total)","Total","1","ug/L"," N1","QU","SM 10200 H","5/20/2019 10:20:00 AM","5/20/2019 10:20:00 AM","0.50","m","201042600","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","10/21/2019 3:30:00 PM","10/21/2019","15:30","Chlorophyll a (Total)","Total","1","ug/L"," N1","U","SM 10200 H","11/13/2019 9:42:00 AM","11/13/2019 9:42:00 AM","0.45","m","201063269","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
